gameId,year,week,homeAbbr,awayAbbr,offenseAbbr,defenseAbbr,homeScore,awayScore,quarter,clock,type,down,distance,yardLine,yardsGained
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,1,0:08:27,Rush,4,2,55,0
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,1,0:08:12,Pass Completion,1,10,55,7
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,1,0:07:52,Pass Completion,2,3,48,4
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,1,0:07:30,Rush,1,10,44,7
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,1,0:07:06,Rush,2,3,37,2
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,1,0:06:40,Pass Completion,3,1,35,2
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,1,0:06:20,Rush,1,10,33,1
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,1,0:05:32,Rush,2,9,32,7
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,1,0:04:57,Rush,3,2,25,1
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,1,0:04:30,Rush,4,1,24,0
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,1,0:04:29,Rush,1,10,24,1
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,1,0:04:10,Rush,2,9,25,4
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,1,0:03:40,Rush,3,5,29,2
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,1,0:03:15,Rush,1,10,99,1
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,1,0:03:15,Rush,1,10,99,1
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,1,0:02:20,Rush,2,9,98,4
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,1,0:02:00,Pass Completion,3,5,94,7
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,1,0:01:10,Rush,1,10,87,3
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,1,0:00:48,Rush,2,7,84,15
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,1,0:00:00,Pass Completion,1,10,69,8
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,2,0:15:00,Pass Completion,2,2,61,4
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,2,0:14:07,Rush,1,10,57,8
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,2,0:13:54,Pass Incompletion,2,2,49,0
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,2,0:13:50,Pass Completion,3,2,49,5
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,2,0:13:20,Pass Completion,1,10,44,6
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,2,0:12:52,Rush,2,4,38,9
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,2,0:12:30,Rush,1,10,29,6
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,2,0:12:16,Pass Completion,2,4,35,9
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,2,0:12:00,Pass Completion,1,10,44,9
